Country Name,Country Code,Series Name,Series Code,2021 [YR2021],2022 [YR2022],2023 [YR2023]
Algeria,DZA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..
Algeria,DZA,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..
Algeria,DZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,13.63,12.346,11.701
American Samoa,ASM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..
American Samoa,ASM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..
American Samoa,ASM,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..
American Samoa,ASM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..
Andorra,AND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..
Andorra,AND,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..
Andorra,AND,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..
Andorra,AND,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..
Angola,AGO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.643,61.929,..
Angola,AGO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,72.4000015258789,..
Angola,AGO,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,15.799,14.602,14.537
Antigua and Barbuda,ATG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.497,79.236,..
Antigua and Barbuda,ATG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..
Antigua and Barbuda,ATG,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..
Antigua and Barbuda,ATG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..
Arab World,ARB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.6523470396568,71.0781699371824,..
Arab World,ARB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,75.5395736694336,75.8184585571289,76.1542587280273
Arab World,ARB,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.8896587837575,9.9535706462442,9.59035028813167
Argentina,ARG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.39,76.064,..
Argentina,ARG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..
Argentina,ARG,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,0.9,0.6,..
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.736,6.805,6.139
Armenia,ARM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.043,73.372,..
Armenia,ARM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..
Armenia,ARM,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,0.5,0.8,..
Armenia,ARM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,15.469,13.379,13.245
Aruba,ABW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.626,74.992,..
Aruba,ABW,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..
Aruba,ABW,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..
Aruba,ABW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..
Australia,AUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.3,83.2,..
Australia,AUS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..
Australia,AUS,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..
Australia,AUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.116,3.728,3.668
Austria,AUT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.190243902439,81.0926829268293,..
Austria,AUT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..
Austria,AUT,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,0.5,..,..
Austria,AUT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.459,4.992,5.264
Azerbaijan,AZE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.366,73.488,..
Azerbaijan,AZE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,100
Azerbaijan,AZE,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..
Azerbaijan,AZE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.04,5.65,5.636
"Bahamas, The",BHS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.598,74.358,..
"Bahamas, The",BHS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..
"Bahamas, The",BHS,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..
"Bahamas, The",BHS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.032,9.272,8.643
Bahrain,BHR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.76,79.246,..
Bahrain,BHR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,98,98
Bahrain,BHR,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..
Bahrain,BHR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.541,1.326,1.154
Bangladesh,BGD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.381,73.698,..
Bangladesh,BGD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,76,..,..
Bangladesh,BGD,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,5,..
Bangladesh,BGD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.327,4.593,4.454
Barbados,BRB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.571,77.706,..
Barbados,BRB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..
Barbados,BRB,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..
Barbados,BRB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.433,8.365,7.878
Belarus,BLR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.3706829268293,73.1114634146342,..
Belarus,BLR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..
Belarus,BLR,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..
Belarus,BLR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.9,3.574,3.461
Belgium,BEL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.790243902439,81.6975609756098,..
Belgium,BEL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..
Belgium,BEL,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,0,..,..
Belgium,BEL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.248,5.57,5.528
Belize,BLZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.47,70.962,..
Belize,BLZ,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..
Belize,BLZ,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..
Belize,BLZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.322,8.763,8.267
Benin,BEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.821,59.954,..
Benin,BEN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,43.834171295166,47.0999984741211,..
Benin,BEN,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,12.7,..,..
Benin,BEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.779,1.685,1.657
Bermuda,BMU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.28,81.571,..
Bermuda,BMU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..
Bermuda,BMU,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..
Bermuda,BMU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..
Bhutan,BTN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.815,72.229,..
Bhutan,BTN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,72.0999984741211,..
Bhutan,BTN,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,0,..
Bhutan,BTN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.803,5.947,3.126
Bolivia,BOL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.63,64.928,..
Bolivia,BOL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..
Bolivia,BOL,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,2,..,..
Bolivia,BOL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.089,3.552,3.024
Bosnia and Herzegovina,BIH,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.3,75.293,..
Bosnia and Herzegovina,BIH,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,98.3000030517578,..
Bosnia and Herzegovina,BIH,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..
Bosnia and Herzegovina,BIH,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,14.897,12.657,10.668
Botswana,BWA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.141,65.913,..
Botswana,BWA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..
Botswana,BWA,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..
Botswana,BWA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,23.106,23.615,23.381
Brazil,BRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.75,73.425,..
Brazil,BRA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,94.6900024414062,..
Brazil,BRA,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,5.8,3.5,..
Brazil,BRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,13.158,9.231,7.947
British Virgin Islands,VGB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.494,76.373,..
British Virgin Islands,VGB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..
British Virgin Islands,VGB,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..
British Virgin Islands,VGB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..
Brunei Darussalam,BRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.642,74.551,..
Brunei Darussalam,BRN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,97.5899963378906,..,..
Brunei Darussalam,BRN,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..
Brunei Darussalam,BRN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.905,5.191,5.183
Bulgaria,BGR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.4634146341463,74.3609756097561,..
Bulgaria,BGR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,98.4199981689453,..,..
Bulgaria,BGR,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,0.7,..,..
Bulgaria,BGR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.267,4.268,4.319
Burkina Faso,BFA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.27,59.766,..
Burkina Faso,BFA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,36.9673805236816,34.4900016784668,..
Burkina Faso,BFA,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,25.3,..,..
Burkina Faso,BFA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.2,5.389,5.348
Burundi,BDI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.663,61.977,..
Burundi,BDI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,75.5400009155273,..
Burundi,BDI,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..
Burundi,BDI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.118,0.915,0.921
Cabo Verde,CPV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.052,74.722,..
Cabo Verde,CPV,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,91,..
Cabo Verde,CPV,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..
Cabo Verde,CPV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,13.976,12.246,11.971
Cambodia,KHM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.584,69.896,..
Cambodia,KHM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,71.9272537231445,83.7799987792969,..
Cambodia,KHM,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..
Cambodia,KHM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,0.396,0.231,0.225
Cameroon,CMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.333,60.958,..
Cameroon,CMR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..
Cameroon,CMR,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,23,..,..
Cameroon,CMR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.973,3.653,3.613
Canada,CAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.5870731707317,81.2956097560976,..
Canada,CAN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..
Canada,CAN,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..
Canada,CAN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.527,5.279,5.415
Caribbean small states,CSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.4450018132098,70.9840247794591,..
Caribbean small states,CSS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..
Caribbean small states,CSS,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..
Caribbean small states,CSS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,12.1918110382587,10.4686964684357,9.68042872002248
Cayman Islands,CYM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.009756097561,..,..
Cayman Islands,CYM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..
Cayman Islands,CYM,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..
Cayman Islands,CYM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..
Central African Republic,CAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,53.895,54.477,..
Central African Republic,CAF,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..
Central African Republic,CAF,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,65.7,..,..
Central African Republic,CAF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.375,5.956,5.877
Central Europe and the Baltics,CEB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.7920383016387,76.7857380588102,..
Central Europe and the Baltics,CEB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,99.4755935668945,99.4873504638672,..
Central Europe and the Baltics,CEB,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..
Central Europe and the Baltics,CEB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.46317615361708,3.98425299925656,4.01405105340076
Chad,TCD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,52.525,52.997,..
Chad,TCD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,27.2800006866455,..
Chad,TCD,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,30.8,..
Chad,TCD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.548,1.096,1.074
Channel Islands,CHI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.232,81.583,..
Channel Islands,CHI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..
Channel Islands,CHI,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..
Channel Islands,CHI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.875,6.147,6.187
Chile,CHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.944,79.519,..
Chile,CHL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,97.1600036621094,..
Chile,CHL,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,0.4,..
Chile,CHL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.281,8.249,9.013
China,CHN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.211,78.587,..
China,CHN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..
China,CHN,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,0,..,..
China,CHN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.55,4.98,4.67
Colombia,COL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.83,73.659,..
Colombia,COL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..
Colombia,COL,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,7.3,6,..
Colombia,COL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,13.898,10.547,9.594
Comoros,COM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.417,63.68,..
Comoros,COM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,61.7099990844727,..
Comoros,COM,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..
Comoros,COM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.394,3.816,3.776
"Congo, Dem. Rep.",COD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.193,59.743,..
"Congo, Dem. Rep.",COD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,80.5400009155273,..
"Congo, Dem. Rep.",COD,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..
"Congo, Dem. Rep.",COD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.28,4.522,4.484
"Congo, Rep.",COG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.519,63.053,..
"Congo, Rep.",COG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,80.6100006103516,..,..
"Congo, Rep.",COG,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..
"Congo, Rep.",COG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,21.96,20.108,19.898
Costa Rica,CRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.023,77.32,..
Costa Rica,CRI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,98.0400009155273,..,..
Costa Rica,CRI,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,1.2,0.9,0.9
Costa Rica,CRI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,15.139,11.325,8.325
Cote d'Ivoire,CIV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.598,58.916,..
Cote d'Ivoire,CIV,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,50.0006408691406,..,..
Cote d'Ivoire,CIV,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,9.7,..,..
Cote d'Ivoire,CIV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.63,2.306,2.27
Croatia,HRV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.4243902439025,77.5756097560976,..
Croatia,HRV,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,99.4499969482422,..,..
Croatia,HRV,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,0.3,..,..
Croatia,HRV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.608,6.96,6.086
Cuba,CUB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.683,78.155,..
Cuba,CUB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,99.6731109619141,..,..
Cuba,CUB,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..
Cuba,CUB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.116,1.82,1.719
Curacao,CUW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..
Curacao,CUW,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..
Curacao,CUW,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..
Curacao,CUW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..
Cyprus,CYP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.203,81.889,..
Cyprus,CYP,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,99.3600006103516,..,..
Cyprus,CYP,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,0,..,..
Cyprus,CYP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.513,6.806,6.098
Czechia,CZE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.2219512195122,79.0292682926829,..
Czechia,CZE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..
Czechia,CZE,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,0.1,..,..
Czechia,CZE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.803,2.224,2.579
Denmark,DNK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.4048780487805,81.3048780487805,..
Denmark,DNK,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..
Denmark,DNK,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,0.2,..,..
